city,date,mean_pm25
Halifax,2002-10-26,0.75
Halifax,2002-10-27,0.5
Halifax,2002-10-28,1.8421052631578947
Halifax,2002-10-29,1.0
Halifax,2002-10-30,1.1666666666666667
Halifax,2002-10-31,2.0833333333333335
Halifax,2002-11-01,4.333333333333333
Halifax,2002-11-02,1.5416666666666667
Halifax,2002-11-03,1.5833333333333333
Halifax,2002-11-04,2.375
Halifax,2002-11-05,2.4166666666666665
Halifax,2002-11-06,0.9583333333333334
Halifax,2002-11-07,0.875
Halifax,2002-11-08,3.875
Halifax,2002-11-09,14.708333333333334
Halifax,2002-11-10,7.75
Halifax,2002-11-11,3.2916666666666665
Halifax,2002-11-12,1.7916666666666667
Halifax,2002-11-13,2.0416666666666665
Halifax,2002-11-14,0.875
Halifax,2002-11-15,6.916666666666667
Halifax,2002-11-16,3.125
Halifax,2002-11-17,0.3333333333333333
Halifax,2002-11-18,1.375
Halifax,2002-11-19,2.625
Halifax,2002-11-20,4.708333333333333
Halifax,2002-11-21,5.541666666666667
Halifax,2002-11-22,0.20833333333333334
Halifax,2002-11-23,1.7083333333333333
Halifax,2002-11-24,2.5
Halifax,2002-11-25,3.2083333333333335
Halifax,2002-11-26,3.8333333333333335
Halifax,2002-11-27,1.8333333333333333
Halifax,2002-11-28,1.0833333333333333
Halifax,2002-11-29,3.1666666666666665
Halifax,2002-11-30,6.416666666666667
Halifax,2002-12-01,2.5
Halifax,2002-12-02,3.7083333333333335
Halifax,2002-12-03,3.2916666666666665
Halifax,2002-12-04,1.875
Halifax,2002-12-05,4.166666666666667
Halifax,2002-12-06,4.541666666666667
Halifax,2002-12-07,6.333333333333333
Halifax,2002-12-08,10.625
Halifax,2002-12-09,2.125
Halifax,2002-12-10,4.291666666666667
Halifax,2002-12-11,5.458333333333333
Halifax,2002-12-12,2.1666666666666665
Halifax,2002-12-13,2.75
Halifax,2002-12-14,2.2083333333333335
Halifax,2002-12-15,2.125
Halifax,2002-12-16,1.25
Halifax,2002-12-17,1.6666666666666667
Halifax,2002-12-18,0.9583333333333334
Halifax,2002-12-19,1.6666666666666667
Halifax,2002-12-20,3.5416666666666665
Halifax,2002-12-21,2.5833333333333335
Halifax,2002-12-22,5.166666666666667
Halifax,2002-12-23,4.875
Halifax,2002-12-24,1.9583333333333333
Halifax,2002-12-25,3.0
Halifax,2002-12-26,0.4583333333333333
Halifax,2002-12-27,1.2916666666666667
Halifax,2002-12-28,4.0
Halifax,2002-12-29,6.458333333333333
Halifax,2002-12-30,2.5416666666666665
Halifax,2002-12-31,5.083333333333333
Halifax,2003-01-01,2.7916666666666665
Halifax,2003-01-02,2.3333333333333335
Halifax,2003-01-03,2.4583333333333335
Halifax,2003-01-04,0.8333333333333334
Halifax,2003-01-05,2.2916666666666665
Halifax,2003-01-06,2.0833333333333335
Halifax,2003-01-07,0.7916666666666666
Halifax,2003-01-08,3.375
Halifax,2003-01-09,3.5
Halifax,2003-01-10,3.0
Halifax,2003-01-11,2.375
Halifax,2003-01-12,3.0
Halifax,2003-01-13,3.6666666666666665
Halifax,2003-01-14,2.9166666666666665
Halifax,2003-01-15,2.6666666666666665
Halifax,2003-01-16,3.5
Halifax,2003-01-17,5.416666666666667
Halifax,2003-01-18,1.875
Halifax,2003-01-19,3.125
Halifax,2003-01-20,4.083333333333333
Halifax,2003-01-21,3.7083333333333335
Halifax,2003-01-22,2.25
Halifax,2003-01-23,4.666666666666667
Halifax,2003-01-24,2.2916666666666665
Halifax,2003-01-25,2.8333333333333335
Halifax,2003-01-26,7.958333333333333
Halifax,2003-01-27,2.1666666666666665
Halifax,2003-01-28,3.0833333333333335
Halifax,2003-01-29,6.0
Halifax,2003-01-30,8.416666666666666
Halifax,2003-01-31,5.958333333333333
Halifax,2003-02-01,0.25
