city,date,mean_pm25
Charlottetown,2004-11-06,4.416666666666667
Charlottetown,2004-11-07,4.333333333333333
Charlottetown,2004-11-08,1.25
Charlottetown,2004-11-09,2.2083333333333335
Charlottetown,2004-11-10,1.6363636363636365
Charlottetown,2004-11-11,9.958333333333334
Charlottetown,2004-11-12,8.708333333333334
Charlottetown,2004-11-13,6.708333333333333
Charlottetown,2004-11-14,5.416666666666667
Charlottetown,2004-11-15,9.0
Charlottetown,2004-11-16,10.833333333333334
Charlottetown,2004-11-17,20.833333333333332
Charlottetown,2004-11-18,13.958333333333334
Charlottetown,2004-11-19,5.833333333333333
Charlottetown,2004-11-20,2.5416666666666665
Charlottetown,2004-11-21,5.75
