city,date,mean_pm25
Iqaluit,2015-01-10,10.708333333333334
Iqaluit,2015-01-11,7.0
Iqaluit,2015-01-12,8.333333333333334
Iqaluit,2015-01-13,8.875
Iqaluit,2015-01-14,10.047619047619047
Iqaluit,2015-01-15,10.363636363636363
Iqaluit,2015-01-16,
Iqaluit,2015-01-17,
Iqaluit,2015-01-18,3.9
Iqaluit,2015-01-19,5.875
Iqaluit,2015-01-20,4.461538461538462
Iqaluit,2015-01-21,
Iqaluit,2015-01-22,
Iqaluit,2015-01-23,
Iqaluit,2015-01-24,
Iqaluit,2015-01-25,
Iqaluit,2015-01-26,
Iqaluit,2015-01-27,
Iqaluit,2015-01-28,
Iqaluit,2015-01-29,
Iqaluit,2015-01-30,
Iqaluit,2015-01-31,
Iqaluit,2015-02-01,
Iqaluit,2015-02-02,
Iqaluit,2015-02-03,
Iqaluit,2015-02-04,
Iqaluit,2015-02-05,
Iqaluit,2015-02-06,
Iqaluit,2015-02-07,
Iqaluit,2015-02-08,
Iqaluit,2015-02-09,
Iqaluit,2015-02-10,
Iqaluit,2015-02-11,
Iqaluit,2015-02-12,
Iqaluit,2015-02-13,
Iqaluit,2015-02-14,
Iqaluit,2015-02-15,
Iqaluit,2015-02-16,
Iqaluit,2015-02-17,
Iqaluit,2015-02-18,
Iqaluit,2015-02-19,
Iqaluit,2015-02-20,185.0
Iqaluit,2015-02-21,
Iqaluit,2015-02-22,
Iqaluit,2015-02-23,
Iqaluit,2015-02-24,
Iqaluit,2015-02-25,
Iqaluit,2015-02-26,5.636363636363637
Iqaluit,2015-02-27,3.5
Iqaluit,2015-02-28,3.857142857142857
