province,date,ab_size_ha
AB,2014-05-14,11.484154202
AB,2014-07-23,1.05667887442
AB,2014-06-27,2.13593167605
AB,2014-08-15,1.42856914624
AB,2014-05-19,22.5265006741
AB,2014-06-12,1.14438131123
AB,2014-08-02,3.77199982115
AB,2014-06-24,1.0399338129
AB,2014-04-23,2.73128777194
AB,2014-04-29,8.5356379803
AB,2014-05-11,27.7250741863
AB,2014-10-10,6.63386694458
AB,2014-07-21,9.28493042024
AB,2014-08-17,4.1669198683
AB,2014-07-27,1.33520466053
AB,2014-07-23,4.01005715769
AB,2014-07-05,2.66165438079
AB,2014-05-18,3.76133247731
AB,,9.66150266911
AB,,8.1712271952
AB,,13.5240543499
AB,2015-06-30,155.5140012
AB,2015-05-22,26447.9616891
AB,2015-05-19,8703.73119001
AB,2015-06-24,22356.6462693
AB,2015-07-02,81.6490172437
AB,2015-06-30,370.872565821
AB,2015-07-01,326.386706572
AB,2015-06-06,109.978547251
AB,2015-05-25,3.1849506003
AB,2015-06-28,201.82597055
AB,2015-06-28,1073.29072043
AB,2015-05-19,20.7726957186
AB,2015-05-25,3577.80287316
AB,2015-06-24,29.1391602745
AB,2015-07-02,177.973874618
AB,2015-07-01,304.935610581
AB,2015-05-19,234.698655756
AB,2015-04-12,41.7684081091
AB,2015-06-06,97.0188628739
AB,2015-07-14,181.246604187
AB,2015-06-24,315.474617615
AB,2015-07-01,982.197801843
AB,2015-06-28,606.441306951
AB,2015-05-25,16.351304555
AB,2015-06-25,5.03508295966
AB,2015-06-30,7156.83531862
AB,2015-06-30,292.549335285
AB,2015-06-30,443.104890893
AB,2015-05-25,808.510262782
AB,2015-06-28,178.876031398
AB,2015-06-25,24140.4818303
AB,2015-07-02,6.55657231374
AB,2015-07-02,55.817211955
AB,2015-07-02,1867.00106702
AB,2015-06-28,100.606054147
AB,2015-06-24,12.011828048
AB,2015-06-26,132.663385409
AB,2015-06-28,2610.2499967
AB,2015-06-28,12884.5232105
AB,2015-06-26,435.397623665
AB,2015-06-26,795.844596075
AB,2015-07-02,5.0317807368
AB,2015-06-28,277.964090325
AB,2015-07-02,161.549252496
AB,2015-07-02,3.8902347806
AB,2015-05-22,15567.2681341
AB,2015-06-06,5673.71493297
AB,2015-06-06,249.75339492
AB,2015-06-25,3.06791968507
AB,2015-06-25,42.1541185182
AB,2015-06-26,221.897570506
AB,2015-06-24,3.16939699325
AB,2015-06-25,219.830777522
AB,2015-06-25,479.835884883
AB,2015-06-24,4162.24073726
AB,2015-06-26,447.426297262
AB,2015-06-26,86.0770022418
AB,2015-06-30,35.6079400031
AB,2015-07-02,109.030899712
AB,2015-07-02,4.09071145662
AB,2015-06-08,90.5148117632
AB,2015-06-22,59.1173366243
AB,2015-05-25,145.357478255
AB,2015-06-24,223.950126357
AB,2015-06-26,246.256519556
AB,2015-06-25,1061.05635556
AB,2015-06-28,68.4018636793
AB,2015-07-02,2720.9518168
AB,2015-07-02,25.5737479021
AB,2015-06-22,0.613640162059
AB,2015-06-30,7.15291745013
AB,2015-07-02,127.597903087
AB,2015-06-25,275.009562886
AB,2015-06-26,14154.9783741
AB,2015-06-30,25.566699938
AB,2015-06-26,54878.9643735
AB,2015-07-02,3.4800117016
AB,2015-05-25,1896.2704757
AB,2015-04-17,38.5841479838
AB,2015-06-28,33323.70333
AB,2015-07-02,15.0221560804
AB,2015-07-02,4.45061617739
AB,2015-06-25,10906.471268
AB,2015-05-25,170.058060298
AB,2015-06-28,49.8234161623
AB,2015-06-26,662.635870527
AB,2015-05-20,17.2997125091
AB,2015-05-25,23.0866990451
AB,2015-06-24,12429.8462899
AB,2015-06-25,9.9475352998
AB,2015-06-24,10525.9017983
AB,2015-06-24,161.421520909
AB,2015-06-05,8127.47159047
AB,2015-05-22,3.9357417278
AB,2015-05-25,18.3935442059
AB,2015-07-01,53.420035249
AB,2015-06-26,11357.7133265
AB,2015-07-03,1384.20991194
AB,2015-06-25,720.757640594
AB,2015-06-25,1134.66020528
AB,2015-06-28,92.7487757301
AB,2015-06-30,12428.8984535
AB,2015-06-30,116.694780842
AB,2015-05-25,103.861412335
AB,2015-07-01,30.1792855444
AB,2015-06-25,2.05700734731
AB,2015-06-26,10116.0170608
AB,2015-07-02,10.429650638
AB,2015-07-09,49.3572219062
AB,2015-06-24,95.9669902261
AB,2015-07-02,60.1659252219
AB,2015-06-11,15.3358210925
AB,2015-06-25,9077.22120459
AB,2015-06-02,2499.03213158
AB,2015-06-24,9848.74704992
AB,2015-07-01,31.0857114858
AB,2015-07-01,6871.5503487
AB,2015-07-01,36.4723765869
AB,2015-06-25,60.7636703922
AB,2015-06-24,1073.51436584
AB,2015-06-26,259.215654215
AB,2015-06-24,460.506766137
AB,2015-06-27,18.5891418081
AB,2015-07-03,7.96003438133
AB,2015-06-28,540.424475331
AB,2015-06-23,1627.52218884
AB,2015-05-23,51.6914111768
AB,2015-07-01,54.7608369879
AB,2015-07-01,8.76530148566
AB,2015-06-25,40.0651543561
AB,2015-06-25,22.7227411784
AB,2015-06-28,61.7560282156
AB,2015-05-25,72.4345528156
AB,2015-06-26,1563.87739962
AB,2015-06-24,238.414252404
AB,2015-06-08,9854.28088019
AB,2015-06-22,1.62446190825
AB,2015-06-25,239.56451283
AB,2015-07-02,1.34028518275
AB,2015-06-30,13.1626145121
AB,2015-06-30,1539.95896712
AB,2015-10-13,2.11251061287
AB,2015-06-25,236.446905225
AB,2015-05-25,8.21779081315
AB,2015-06-02,43.2013256508
AB,2015-05-26,53.9030237
AB,2015-06-24,9.5840447842
AB,2015-07-02,76.4272006623
AB,2015-07-14,124.290771112
AB,2015-07-02,2.79104195277
AB,2015-07-31,5.90384568357
AB,2015-06-26,542.659863105
AB,2015-04-11,5.23087034954
AB,2015-07-30,28.0415053082
AB,2015-05-25,762.858508725
AB,2015-05-24,36.5560174759
AB,2015-06-24,238.139795166
AB,2015-07-01,589.210492373
AB,2015-06-30,18.8972508993
AB,2015-06-24,94.3392947564
AB,2015-06-26,208.69678619
AB,2015-06-27,1047.76552897
AB,2015-06-23,0.3060629975
AB,2015-06-26,1.85128098055
AB,2015-05-14,2.40637224483
AB,2015-05-14,8.48945987816
AB,2015-05-25,2.56109470791
AB,2015-05-25,72.7299501464
AB,2015-07-14,5.91747231219
AB,2015-05-23,124.171520991
AB,2015-06-28,3.8650738056
AB,2015-05-12,2.9800942466
AB,2015-07-03,75.2344076288
AB,2015-06-30,1.23057615584
AB,2015-06-27,9.25400225647
AB,2015-05-10,115.814540113
AB,2015-05-25,7.75081319443
AB,2015-04-23,19.1656915975
AB,2015-06-25,457.639725627
AB,2015-05-20,2.30085321072
AB,2015-06-24,13.1316390998
AB,2015-07-02,10.1082083448
AB,2015-05-04,19.9965889011
AB,2015-05-25,123.642665432
AB,2015-06-26,309.496910438
AB,2015-07-31,1.00222429842
AB,2015-07-10,1.14035839998
AB,2015-05-25,406.324476112
AB,2015-05-25,5.10350948565
AB,2015-04-13,53.0983127337
AB,2015-05-15,2.8240373533
AB,2015-05-25,20.1015478255
AB,2015-06-27,41.6079848314
AB,2015-04-12,2.77701229385
AB,2015-04-15,33.0209239153
AB,2015-10-17,2.63031634691
AB,2015-05-14,12.4347199602
AB,2015-05-24,1.1096198868
AB,2015-09-24,34.6895778163
AB,2015-10-08,1.078531851
AB,2015-06-24,199.613776838
AB,2015-06-25,13.2809446124
AB,2015-08-13,2.53968092335
AB,2015-05-12,1.5621304062
AB,2015-06-10,1.8881494184
AB,2015-06-02,1.45731811433
AB,2015-05-13,1.08929070756
AB,2015-07-11,1.03241462122
AB,2015-05-25,5.4679089085
AB,2015-04-16,26.780959014
AB,2015-06-28,4.8116516913
AB,2015-05-13,74.2553673493
AB,2015-07-07,125.286973426
AB,2015-06-25,41.0727994578
AB,2015-08-11,6.37281479955
AB,2015-07-08,23.5744100651
AB,2015-06-23,10.5849604827
AB,2015-04-09,26.3896809322
AB,2015-05-10,2.1672341316
AB,2015-05-19,5.26338116324
AB,2015-07-27,1.68734330956
AB,2015-07-01,1.67008772114
AB,2015-04-19,2.33668985433
AB,2015-05-17,2.36749138344
AB,2015-05-21,7.79445231411
AB,2015-06-30,3.76558170377
AB,2015-07-31,76.5221467183
AB,2015-06-25,347.323600169
AB,2015-06-24,142.048316895
AB,2015-06-24,7418.04475103
AB,2015-06-25,365.298926026
AB,2015-07-02,0.934334431498
AB,2015-07-02,1.09162977834
AB,2015-04-15,1.1537136057
AB,2015-06-08,38.9966851651
AB,2015-06-08,18.6074332364
AB,2015-06-27,260.190324112
AB,2015-07-06,3329.89153937
AB,2015-05-13,121.113878182
AB,2015-05-24,0.0908884828179
AB,2015-05-27,1.10221719481
AB,2015-05-22,2.28319129508
AB,2015-06-27,4964.2022986
AB,2015-05-24,49.2181963113
AB,2015-05-25,98.0483603723
AB,2015-05-24,2.17605464695
AB,2015-05-25,1287.75103062
AB,2015-06-14,65.3701097989
AB,2015-08-01,1.21332809305
AB,2015-06-24,4.09603469285
AB,2015-06-04,3.18429359198
AB,2015-05-12,747.762105444
AB,2015-05-24,678.081287659
AB,2015-06-21,8.4890123838
AB,2015-07-13,16.3462394424
AB,2015-06-24,8.53547051402
AB,2015-07-14,2.66096869856
AB,2015-04-23,1.0588455853
AB,2015-06-06,1.5417174444
AB,2015-07-08,16.382287787
AB,2015-07-02,0.6782740413
AB,2015-04-23,2.39210187419
AB,2015-08-25,2.4780889359
AB,2015-07-16,2.91805737253
AB,2015-07-08,83.9547310121
AB,2015-07-10,3.39064787421
AB,2015-05-25,8.737744154
AB,2015-06-26,2131.69217862
AB,2015-11-14,0.978444034031
AB,2015-04-20,7.88278053314
AB,2015-04-10,3.61760220555
AB,2015-07-22,2.0293392401
AB,2015-05-26,5.57195725253
AB,2015-06-08,1.17207602558
AB,2015-04-11,0.5422307607
AB,2015-06-11,17.1972480344
AB,2015-06-27,1.5895573807
AB,2015-07-03,148.787761102
AB,2015-04-28,209.77517741
AB,2015-06-11,1.16645503016
AB,2015-10-23,2.2930757923
AB,2015-05-25,0.955440385156
AB,2015-06-27,2.5858856226
AB,2015-05-25,0.3805822735
AB,2015-06-25,1.24757080982
AB,2015-06-22,25.3234601176
AB,2015-06-24,3.5533452217
AB,2015-06-11,3.1514814104
AB,2015-05-25,1.56531200745
AB,2015-06-05,2.12302471634
AB,2015-05-10,1.2444832572
AB,2015-04-30,1.0226165574
AB,2015-04-18,6.02140090089
AB,2015-09-30,1.8851440254
AB,2015-04-09,10.9925687627
AB,2015-06-07,3.55413037765
AB,2015-10-14,9.97216146339
AB,2015-06-25,20.6914069552
AB,2015-07-04,3.68839366035
AB,2015-06-12,1.56460943309
AB,2015-05-17,3.6906488379
AB,2015-06-14,1.03018614544
AB,2015-08-01,3.8758309225
AB,2015-10-16,3.26290562342
AB,2015-04-21,1.15256741531
AB,2015-04-22,1.71220834399
AB,2015-06-25,3.7976225776
AB,2015-07-05,2.37845636047
AB,2015-06-11,2.94459290892
AB,2015-05-12,6.27035952266
AB,2015-06-13,1.27539877554
AB,2015-05-17,1.95323036427
AB,2015-06-09,1.26765418293
AB,2015-07-15,3.58150393865
AB,2015-06-25,1.1937826788
AB,2015-04-27,2.09967052339
AB,2015-06-30,10.2530688216
AB,2015-05-16,7.24779485558
AB,2015-06-26,5.8733606861
AB,2015-06-09,2.96994064297
AB,2015-06-12,4.92176419451
AB,2015-07-01,6.6286930614
AB,2015-06-26,7.25606775354
AB,2015-06-24,1.71495962667
AB,2015-05-12,1.38872520633
AB,2015-07-08,5.9693840684
AB,2015-05-11,56.7784632744
AB,2015-08-12,21.1323347889
AB,2015-06-24,2.6203020721
AB,2015-07-14,2.3446925948
AB,2015-05-25,1.4136841511
AB,2015-06-29,5.62142818457
AB,2015-05-09,3.47535439543
AB,2015-10-10,2.30298454888
AB,2015-04-27,6.29354453199
AB,2015-05-23,208.476197954
AB,2015-06-23,1.39114460857
AB,2015-04-16,31.3332022297
AB,2015-10-14,11.2027826268
AB,2015-06-27,6.45260357691
AB,2015-06-24,2.68473708787
AB,2015-11-14,4.17937468838
AB,2015-06-25,1.30345353731
AB,2015-07-20,2.26417453516
AB,2015-06-25,2.5796846732
AB,2015-08-17,5.49552175198
AB,2015-07-14,19.4387548
AB,2015-08-11,11.312773078
AB,2015-05-04,5.55738833345
AB,2015-06-30,47.9178312366
AB,2015-05-24,11.5520642667
AB,2015-06-26,1.7017232698
AB,2015-06-25,2.35772324233
AB,2015-04-26,13.8234272793
AB,2015-07-08,7.88809772889
AB,2015-06-24,5.33061438173
AB,2015-04-26,7.12066255361
AB,2015-06-25,5.31395999357
AB,2015-04-26,7.7637431458
AB,2015-04-19,3.7794646672
AB,2015-07-02,45.086147138
AB,2015-05-25,10.8197660212
AB,2015-06-26,7.8006152467
AB,2015-06-11,3.25595705484
AB,2015-04-10,4.96801666993
AB,2015-05-22,5.40269549907
AB,2015-04-17,4.15573219171
AB,2015-05-30,51.0998605834
AB,2015-05-11,10.0248774764
AB,2015-06-24,7.77597452713
AB,2015-07-27,1.34868242398
AB,2015-06-27,7.15217335299
AB,2015-04-13,7.310070109
AB,2015-05-30,7.0358581733
AB,2015-05-15,5.4610172764
AB,2015-10-23,3.0851725629
AB,2015-04-29,1.0960060241
AB,2015-07-26,8.38540387464
AB,2015-06-11,8.15122852937
AB,2015-10-18,18.5030453653
AB,,5.00998556964
AB,2015-04-18,1.89635136995
AB,2015-05-25,20.4407454392
AB,2015-05-10,4.9841986548
AB,,775.071844589
AB,,58.7987812446
AB,,18.9979766961
AB,2016-07-07,490.617315509
AB,2016-06-24,71.8174162506
AB,2016-07-07,1.50706475515
AB,2016-04-13,12.246058739
AB,2016-06-20,229.655271438
AB,2016-05-08,13.1607693467
AB,2016-05-01,8447.18215538
AB,2016-05-01,21842.2109937
AB,2016-06-13,4.66535459462
AB,2016-06-27,131.748945634
AB,2016-06-12,54.8859559703
AB,2016-04-13,1.55849662859
AB,2016-04-02,14.1105063215
AB,2016-06-24,4.96854419086
AB,2016-07-07,425.785542649
AB,2016-06-13,1655.47108339
AB,2016-07-13,295.131115895
AB,2016-05-01,18165.0795749
AB,2016-06-13,11.3457850295
AB,2016-05-01,437720.152838
AB,2016-06-24,31.159606926
AB,2016-06-24,3.49739997171
AB,2016-07-07,4.31464785631
AB,2016-06-30,2229.9500992
AB,2016-08-26,74.3762754441
AB,2016-07-07,13.4738485262
AB,2016-07-07,245.789163308
AB,2016-07-11,59.7304755066
AB,2016-08-12,146.381725043
AB,2016-07-15,553.526144086
AB,2016-06-27,18.0046924442
AB,2016-06-05,74.0403578621
AB,2016-04-18,18533.6366652
AB,2016-07-07,33.4574433918
AB,2016-07-01,1.01107496471
AB,2016-07-22,7.89868864409
AB,2016-08-03,21.5276537895
AB,2016-08-29,22.775918237
AB,2016-05-11,1.71522454179
AB,2016-05-09,11.6464752308
AB,2016-08-07,42.1774236386
AB,2016-06-09,1.33080424425
AB,2016-04-13,0.268038642823
AB,2016-07-03,13.5952816278
AB,2016-07-17,18.0100679055
AB,2016-05-10,24.1627632676
AB,2016-06-24,5.82975032307
AB,2016-07-24,7.92398771588
AB,2016-05-02,8.9536451097
AB,2016-05-02,99.5570300762
AB,2016-04-19,1.59462521896
AB,2016-09-12,44.8792717624
AB,2016-04-10,2.29782787366
AB,2016-05-10,118.412997628
AB,2016-06-28,89.7234183653
AB,2016-06-23,22.5077561706
AB,2016-05-07,9.63137091283
AB,2016-06-26,1.92391346135
AB,2016-04-16,3.8068783326
AB,2016-04-30,1.93072454141
AB,2016-05-08,1.21456317978
AB,2016-05-07,3.71860749426
AB,2016-05-07,5.66447822125
AB,2016-04-27,11.5891169249
AB,2016-07-08,4.54888237417
AB,2016-07-19,12.8908084261
AB,2016-07-15,2.79714005686
AB,2016-07-19,23.896811476
AB,2016-05-11,28.2847531832
AB,2016-06-23,1.35247168941
AB,2016-05-04,4.0292192688
AB,2016-05-02,7.64992186582
AB,,23.6428936142
AB,2016-05-04,60.8808325103
AB,2016-05-07,16.7933432046
AB,2016-05-28,2.87550236046
AB,2016-06-27,3.74754844993
AB,2016-06-24,2.17636937267
AB,2016-08-02,1.3561054275
AB,2016-10-03,3.58416889082
AB,2016-04-19,11.8774217939
AB,2016-06-08,1.20124147216
AB,,51.4962411574
AB,2016-05-03,0.381111948297
AB,2016-04-21,2.46477170006
AB,2016-06-27,0.776208436985
AB,2016-06-07,2.55411916408
AB,2016-04-19,1.34035077398
AB,2016-06-03,251.120911432
AB,2016-06-26,28.9171476597
AB,2016-04-28,2.99496679805
AB,2016-04-22,2.78568385824
AB,2016-05-07,4.55120605039
AB,2016-06-11,3.23703755857
AB,2016-07-03,1.02474449375
AB,2016-04-07,3.9659721809
AB,2016-08-18,10.4486041379
AB,2016-06-07,0.449175654837
AB,2016-05-13,0.451663784001
AB,2016-07-22,3.388482795
AB,2016-05-02,4.55042296905
AB,2016-04-17,1.56539133796
AB,2016-05-05,0.621226636815
AB,2016-04-10,1.3161580697
AB,2016-06-21,4.29834280429
AB,2016-05-24,3.4357235055
AB,2016-04-03,3.3071272287
AB,2016-06-07,2.6834802415
AB,2016-07-14,4.82689412996
AB,2016-05-17,2.2024657327
AB,2016-07-19,2.53556022648
AB,2016-07-14,1.66557579261
AB,2016-05-09,1.29323415111
AB,2016-07-14,1.25739198459
AB,2016-07-12,1.11640404275
AB,2016-05-15,1.12710479939
AB,2016-04-21,1.84571480652
AB,2016-05-11,1.28497462074
AB,2016-04-09,1.03497334983
AB,2016-04-20,1.19154969445
AB,2016-05-10,1.41465042255
AB,2016-06-25,4.06789481317
AB,2016-05-23,1.60363069439
AB,2016-04-04,2.02807525592
AB,2016-06-27,4.08782023608
AB,2016-04-20,1.12653773079
AB,2016-07-11,0.531858490714
AB,2016-07-07,1.19916597498
AB,2016-05-18,3.04554034144
AB,2016-07-07,1.03250210599
AB,2016-06-24,94.1162213402
AB,2016-05-24,1.59089145134
AB,2016-06-05,12.3679942716
AB,2016-06-29,2.19649853265
AB,2016-07-28,1.36678296802
AB,2016-05-02,0.860677383583
AB,2016-07-20,0.957633783043
AB,2016-06-24,1.6209563766
AB,2016-05-18,2.79422505301
AB,2016-06-25,1.91145561756
AB,2016-06-23,0.87691397118
AB,2016-08-18,3.32706337
AB,2016-05-07,1.11957276962
AB,2016-05-26,1.66339512551
AB,2016-06-27,2.49176046852
AB,2016-05-04,0.721877573529
AB,2016-04-11,1.68742170746
AB,2016-07-18,2.88946949107
AB,2016-05-26,2.13687705059
AB,2016-05-12,0.935522034192
AB,2016-07-21,9.69052007316
AB,2016-04-17,2.81780241468
AB,2016-05-05,19.1191322909
AB,2016-08-01,2.14869772411
AB,2016-04-14,1.60784605806
AB,2016-04-26,11.464333909
AB,2016-06-24,2.86928021423
AB,2016-07-13,4.55529563428
AB,2016-05-24,3.87508407979
AB,2016-04-11,4.80270939201
AB,2016-06-24,9.38198151321
AB,2016-04-17,7.70922023388
AB,2016-07-01,2.08846508298
AB,2016-06-04,4.92566734995
AB,2016-07-06,14.1226913998
AB,2016-09-17,6.20767414592
AB,2016-04-08,22.9592851029
AB,2016-05-02,3.36767608643
AB,2016-04-09,13.9601272848
AB,2016-07-07,4.89037697774
AB,2016-06-25,1.06410857508
AB,2016-07-15,5.00092329594
AB,2016-07-14,46.6067708792
AB,2016-07-01,1.28052590817
AB,2016-06-22,2.40856055504
AB,2016-06-25,5.63545692415
AB,2016-04-17,1.28793786643
AB,2016-04-07,28.3871511401
AB,2016-05-11,79.4312223219
AB,2016-07-01,2.84216919442
AB,2016-07-12,3.77380295634
AB,2016-04-30,4.65491697633
AB,2016-07-17,7.94331058262
AB,,3.47664516364
AB,2016-04-20,1.29784334021
AB,2016-07-14,2.142209731
AB,2016-06-23,2.90976301862
AB,2016-06-23,2.13861071773
AB,2016-05-07,2.30400915761
AB,2016-04-27,5.05364575499
AB,2016-04-05,72.1050912976
AB,2016-04-28,6.69986971243
AB,2016-06-27,3.01060351099
AB,2016-04-21,8.96968691186
AB,,3.24281288167
AB,,2.94012659111
AB,,374.793318736
AB,,35.5490072966
AB,2017-07-24,3.07962018077
AB,2017-08-12,14.5753887943
AB,2017-07-24,213.681810175
AB,2017-09-07,99.9826877599
AB,2017-09-01,13638.2698792
AB,2017-08-14,223.839426345
AB,2017-06-01,28.2783779996
AB,2017-08-14,23.8995495357
AB,2017-04-21,244.901742105
AB,2017-08-12,27.9880718829
AB,2017-08-12,197.144994546
AB,2017-08-14,49.3133461625
AB,2017-06-25,7.83595770236
AB,2017-08-02,143.307839892
AB,2017-08-14,1587.92678328
AB,2017-07-17,98.516508351
AB,2017-05-29,165.519205784
AB,2017-08-14,996.728893387
AB,2017-08-14,10954.0407033
AB,2017-06-01,0.92506759163
AB,2017-08-12,27.9522554462
AB,2017-06-17,9.72314367366
AB,2017-04-08,1.34565424138
AB,2017-08-14,42.2259915348
AB,2017-08-05,74.1747580653
AB,2017-08-14,554.527688453
AB,2017-05-20,47.9456656385
AB,2017-06-06,45.2718080377
AB,2017-07-20,6.59701741973
AB,2017-08-13,23.3887384563
AB,2017-07-26,1.45628849978
AB,2017-05-20,20.0285689383
AB,2017-06-01,9.71743617768
AB,2017-06-25,2.33523162251
AB,2017-08-05,4708.99704679
AB,2017-08-13,1.50970167674
AB,2017-05-24,35.187021551
AB,2017-09-03,2193.80697346
AB,2017-08-11,0.935681576722
AB,2017-08-09,1.06240785401
AB,2017-06-26,181.003590834
AB,2017-08-11,233.643962337
AB,2017-06-25,14.131956726
AB,2017-08-11,30.0362619251
AB,2017-08-11,2.34286844488
AB,2017-07-17,4.34856841689
AB,2017-05-26,1.27267631043
AB,2017-04-25,4.91953343767
AB,2017-08-10,639.112674932
AB,2017-06-25,269.96073812
AB,2017-08-19,1.33813770741
AB,2017-04-15,40.2161586051
AB,2017-09-17,1538.22050706
AB,2017-06-26,8.47175567955
AB,2017-08-09,28.2644833674
AB,2017-05-30,69.7693795875
AB,2017-05-30,184.948437281
AB,2017-05-30,50.9071975287
AB,2017-07-08,24.0625217844
AB,2017-04-26,22.8666200715
AB,2017-08-13,0.707618391865
AB,2017-08-11,16.3866787713
AB,2017-08-07,17.1919858038
AB,2017-05-30,1.62581784616
AB,,1536.80174359
AB,2017-06-17,1.02908727766
AB,2017-04-13,39.0538075047
AB,2017-06-24,13.6418033161
AB,2017-05-05,1.5090234951
AB,2017-05-30,1.5123880639
AB,2017-04-27,4.18059727123
AB,2017-08-05,11.1312170005
AB,2017-04-30,1.10298221757
AB,2017-08-09,1.09048321282
AB,2017-08-09,0.620730086027
AB,2017-09-02,1.15201561508
AB,2017-06-02,93.6710862213
AB,2017-08-09,10.6281648361
AB,2017-08-15,1.16702129657
AB,2017-06-05,12.3021807418
AB,2017-07-07,0.64761741301
AB,2017-05-01,7.94223232177
AB,2017-08-18,1.20611551177
AB,2017-08-09,2.17684650002
AB,2017-06-01,1.95049540842
AB,2017-08-09,0.506703912522
AB,2017-05-30,1.48628628671
AB,2017-07-22,5.08491971785
AB,2017-06-05,4.54745090358
AB,2017-08-04,1.24065063039
AB,2017-07-17,1.21518143542
AB,2017-07-07,3.52424706218
AB,2017-07-25,25.2153355312
AB,2017-04-21,4.46107434753
AB,2017-08-11,5.1873166613
AB,2017-06-01,1.36010675231
AB,2017-07-07,2.49463461461
AB,2017-07-25,1.63265760719
AB,2017-07-31,1.53711013907
AB,2017-08-31,2.64136123178
AB,2017-06-23,1.0495150592
AB,2017-07-15,2.14497186744
AB,2017-07-20,1.93046095077
AB,2017-05-21,26.2860329951
AB,2017-08-10,4.16677253021
AB,2017-05-20,1.42817195469
AB,2017-07-22,201.627134833
AB,2017-07-07,2.38162483731
AB,2017-07-26,19.4535618992
AB,2017-08-08,487.552295894
AB,2017-08-31,841.132409209
AB,2017-04-30,68.4232513376
AB,2017-05-30,381.493396274
AB,2017-07-22,1.16324897887
AB,2017-08-31,629.40193078
AB,2017-05-28,8.3990898087
AB,2017-07-19,1.35833676159
AB,2017-06-05,2.8105396924
AB,2017-09-04,2.4407505337
AB,2017-08-04,1.65432721828
AB,2017-07-16,1.44179433047
AB,2017-06-01,1.00705215305
AB,2017-10-17,47.8738036065
AB,2017-06-02,0.489792499299
AB,2017-08-08,1.05028648784
AB,2017-05-30,4.75964345193
AB,2017-10-17,99.2870190992
AB,2017-05-07,1.26379996931
AB,2017-06-09,2.397205607
AB,2017-10-25,3.79431099692
AB,2017-05-30,3.67420750388
AB,2017-06-01,0.427682584042
AB,2017-06-02,1.83356085339
AB,2017-05-20,1.65156566387
AB,2017-09-02,57.2044566681
AB,2017-05-23,5.15447431277
AB,2017-09-17,2.56486019126
AB,2017-06-25,2.16041112444
AB,2017-07-20,9.35221929552
AB,2017-05-19,14.9812527902
AB,2017-07-23,1.81447440816
AB,2017-04-26,55.963671706
AB,2017-06-02,11.0457866417
AB,2017-07-09,3.59269800725
AB,2017-05-05,0.595477325016
AB,2017-07-15,8.49084466165
AB,2017-06-02,5.89558801418
AB,2017-05-30,14.6059767611
AB,2017-07-09,7.49691863194
AB,2017-07-20,8.11871424957
AB,2017-05-03,4.74005280322
AB,2017-07-09,32.6101858674
AB,2017-06-25,9.95913507648
AB,2017-05-30,6.61785996163
AB,2017-08-12,4.22670010351
AB,2017-05-04,5.1295012274
AB,2017-05-12,1.99445358067
AB,2017-05-20,1.48752779045
AB,2017-05-30,2.57779689209
AB,2017-06-01,15.8008020276
AB,2017-07-27,350.51721336
AB,,2524.92267465
AB,2018-05-12,54.9220850414
AB,2018-06-27,19.2586061871
AB,2018-06-23,148.47771684
AB,2018-05-22,63.492737924
AB,2018-05-12,42.91238656
AB,2018-06-22,3600.39696517
AB,2018-05-24,184.150494857
AB,2018-05-12,17.0959249858
AB,2018-05-26,123.316904172
AB,2018-06-23,72.2242060442
AB,2018-05-23,188.654620117
AB,2018-06-26,8.74473723269
AB,2018-06-26,2.27251871389
AB,2018-05-23,31.7948737214
AB,2018-06-26,4.00064602068
AB,2018-05-24,6.5453456137
AB,2018-07-26,2633.7474111
AB,2018-06-27,30.6381767538
AB,2018-07-06,2175.33712027
AB,2018-05-22,19.5497551642
AB,2018-05-12,336.119228005
AB,2018-06-27,73.3046448482
AB,2018-05-21,483.128864614
AB,2018-05-22,766.389701712
AB,2018-07-29,1805.91834325
AB,2018-05-24,17.3945970716
AB,2018-05-21,6380.09117439
AB,2018-05-27,4.4008685719
AB,2018-05-27,19.7823582587
AB,2018-05-21,297.661678014
AB,2018-05-26,72.6458907461
AB,2018-06-26,316.586137874
AB,2018-12-14,363.572804627
AB,2018-08-01,55.3326506906
AB,2018-05-06,7.68661762603
AB,2018-05-23,4252.82037164
AB,2018-05-26,1757.4839928
AB,2018-05-15,86.5463840711
AB,2018-08-11,116.534628993
AB,2018-05-12,8.62693638773
AB,2018-05-27,1.54260149994
AB,2018-05-24,3761.40638018
AB,2018-05-21,117.748817291
AB,2018-05-22,64.8941417448
AB,2018-05-28,2560.55209296
AB,2018-06-23,46.8115755535
AB,2018-05-24,284.9659158
AB,2018-06-23,4785.14343248
AB,2018-08-07,1157.2919379
AB,2018-05-24,64.421002132
AB,2018-06-23,48.5357592164
AB,2018-07-26,2.1585406949
AB,2018-05-28,24.3651825543
AB,2018-08-18,425.647252939
AB,2018-05-27,4.64499425491
AB,2018-05-26,60.1318096751
AB,2018-05-23,166.965155995
AB,2018-05-22,1309.32451837
AB,2018-07-26,1.37461162475
AB,2018-06-27,673.219571178
AB,2018-06-25,20.1370113955
AB,2018-06-22,107.999854206
AB,2018-05-12,139.723358303
AB,2018-06-08,5.70966944369
AB,2018-08-17,1722.57595451
AB,2018-04-21,29.2846417751
AB,2018-07-28,27.5513460187
AB,2018-07-26,106.503536395
AB,2018-05-12,24.1785180573
